Society_latitude,Society_longitude,Homeland_latitude_of_diasporic_peoples,Homeland_longitude_of_diasporic_peoples,Area_latitude,Area_longitude,Region,Division,Subregion,Area,society,alternative_names,People,People_alternative_names,People2,People3,Preindustrial_Style_clusters,Focal_years,Koppen_climate_terrain,Koppen_code,Preindustrial_Subsistence_taxon,Taxon_id,cantometrics_samplesize,minutage_samplesize,parlametrics_samplesize,phonotactics_samplesize,Language,ISO6393,GlottoID,LevelGlottoID,LangLevParent,FamilyLevGlottocode,Country,Country_id,society_id,C_cid,M_cid,P_cid,Ph_cid,Ch_cid,EA_Prov_name,EA_Prov_#,Culture_Wiki,Society_summary,Notes_1,Notes_2,Culture Sources,"Priority_ranking_for_further_review (see worksheet ""Societies_ranked_for_review"")",HOW WELL WAS THE SOCIETY CHECKED BY KK?,KK_warning_or_question,ADMIN_NOTES_on_how_language_and_D-PLACE_matches_were_assigned,default_DPL_soc_id,default_DPL_PrefName,default_DPL_OrigName,xd_id_1,total_DPLACE_soc_w_xd_id,eHRAF_soc_w_xd_id?,eHRAF_OWC,eHRAF_OWC_Name,eHRAF_SubOWC_in_DPLACE,eHRAF_SubOWC_Name_in_DPLACE,eHRAF_subOWC_FINAL_STATUS_2021,Does_GJB_id_match_multiple_xd_ids,default_DPL_soc_id_2,default_DPL_PrefName_2,default_DPL_OrigName_2,xd_id_2,total_DPLACE_soc_w_xd_id_2,eHRAF_soc_w_xd_id_2?,eHRAF_OWC,eHRAF_OWC_Name,eHRAF_SubOWC_in_DPLACE,eHRAF_SubOWC_Name_in_DPLACE,eHRAF_subOWC_FINAL_STATUS_2021,STATUS_JULY_31_2021,language match checked by KK,D-PLACE match checked by KK,KK_ISSUE
-10.61,29.31,,,-11.72,25.64,Africa,Central Africa,S Central Africa,S DR Congo/ N Zambia,Bemba,BaBemba; Awemba; BaWemba,Bemba,,Central South Bantu,West & Central African Peoples,Tropical Gardeners,1957,Humid Subtropical,Cwa,AH-Sudan,scfal600,9,,,,Bemba (Zambia),ISO 639-3: bem,bemb1257,language,bemb1257,atla1278,Democratic Republic of the Congo; Zambia,,12002,12002,,,,,Eastern Central Bantu,7,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottobemb1257 @Ethnobem @WikiBemba,5,"WELL, BUT GIS MAPS NOT USED",0,Match based on name,Ac3,Bemba,Bemba (Ac3),xd55,2,Yes,FQ05,Bemba,FQ05,Bemba,FQ05_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Prelim_check_GIS_not_used,DONE,DONE,
0.22,34.82,,,0.32,34.51,Africa,East Africa,Great Lakes Africa,"Luhyaland, W Kenya",Abaluhya,Luhya; Luyia; Abaluyia,Kenya Highlands Bantu,,,East African Peoples,Tropical Gardeners,1950; 1972,Tropical Savannah,Aw,,,9,,,,Luyia,,luyi1234,family,NA_ASSIGN_ONCE_FAMILY-LEVEL_GLOTTOCODE_IS_RESOLVED,atla1278,Kenya,,10027,10027,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoluyi1234 @WikiLuhya,3,NOT CHECKED AND THE LANGUAGE MATCH IS AT THE FAMILY LEVEL (TOO COARSE),0,NOT CHECKED BY KK; NOTE THAT THE GJB LANGUAGE MATCH IN EARLY 2021 WAS AT THE FAMILY LEVEL (TOO COARSE FOR AUTOMATIC MATCHING),NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK; NOTE_FAMILY-LEVEL_LANG_MATCH_NEEDS_REVIEW,FAMILY-LEVEL_MATCH_TO_REVIEW,NOT_CHECKED_BY_KK,
5.07,36.52,,,6.67,36.31,Africa,East Africa,Horn of Africa,"Southern Nations, Nationalities & People Region, S W Ethiopia",Hamar,Hamer; Hammar,S Omotic Peoples,,,East African Peoples,African Pastoralists,1967,Tropical Savannah,Aw,AH-Savannah,scfal838,9,,3,,Hamer-Banna,ISO 639-3: amf,hame1242,language,hame1242,sout2845,Ethiopia,,16479,16479,,16479,,16479,Western Cushites,39,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottohame1242 @Ethnoamf @WikiHamar @Lomax1971-72Parlametrics,10,FAIRLY WELL,0,Match based on name,Ca21,Hamar,Hammar (Ca21),xd428,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,CHECKED_FAIRLY_WELL,DONE,DONE,
-21.14,47.14,,,-19.96,46.41,Africa,East Africa,Indian Ocean Islands,Madagascar C Highlands,Betsileo,,Highland Malagasy Peoples,,Highland Malagasy Peoples,East African Peoples,Tropical Gardeners,1962,"Humid Subtropical, Tropical Savannah   ","Cwa, Aw",AH-Savannah,scfal807,9,8,,,Plateau Malagasy,,plat1254,language,plat1254,aust1307,Madagascar,,12112,12112,12112,,,,Malagasy,8,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiBetsileo @Glottoplat1254 @Lomax1966-72Minutage,6,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,D-PLACE match based on name; language from D-PLACE match,Eh10,Betsileo,Betsileo (Eh10),xd687,1,Yes,FY11,Betsileo,FY11,Betsileo,FY11_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_match; language_assigned_based_on_D-PLACE_match,DONE,DONE,
7.02,31.29,,,6.61,30.38,Africa,East Africa,Nile Valley,South Sudan,Dinka,Jieng,Dinka-Nuer Nilotes,,,East African Peoples,African Pastoralists,1963,Tropical Savannah,Aw,AH-Savannah,scfal820,9,,1,,Southwestern Dinka,,sout2832,language,sout2832,nilo1247,South Sudan,,14576,14576,,14576,,,Northern Nilotes,37,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiDinka @Glottosout2832 @Lomax1971-72Parlametrics,10,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,D-PLACE match based on name; language from D-PLACE match,Aj11,Dinka,Dinka (Aj11),xd386,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_match; language_assigned_based_on_D-PLACE_match,DONE,DONE,
8.7,-78.26,,,9.58,-78.75,Central America,Central American Mainland,Colombia/ Panama,San Blas Islands,Guna,Cuna; Kuna; Dule; Tule,Kuna,,Chibchan Peoples,C American Indigenous Peoples,Nuclear America,1954; 1960; 1960-61,Monsoon,Am,I-Eastern,scfal352,9,8,1,,San Blas Kuna,,sanb1242,language,sanb1242,chib1249,Panama,,14235,14235,14235,14235,,14235,Panama,170,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiKuna @Glottosanb1242 @Lomax1966-72Minutage @Lomax1971-72Parlametrics,3,VERY WELL,0,"Note language match for EA was originally ""bord1248"" (Border Kuna), updated to sanb1242 in 2021.",Sa1,Guna,Cuna (Sa1),xd1309,2,Yes,SB05,Kuna,SB05,Kuna,SB05_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,CHECKED_INTENSIVELY,DONE,DONE,
42.06,22.65,,,40.93,20.9,Europe,Southeast Europe/ Balkans,Pan-Balkan,C & S Albania/ S W Bulgaria/ Croația/ N & C Greece/ N Macedonia/ Montenegro/ Romania/ Serbia/ Slovenia,Aromanian,Vlachs; Blachs,Romanian Vlachs,,Balkan-Carpathian Peoples,Romance Peoples,European Pastoralists,1934; 1980-81,Arid Steppe Cold,BSk,,,9,,,,Aromanian,ISO 639-3: rup,arom1237,language,arom1237,indo1319,Bulgaria; Greece; Romania,,10902,10902,,,,28287,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoarom1237 @Ethnorup @WikiAromanians,5,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
45.07,24.81,,,44.09,26.62,Europe,Southeast Europe/ Balkans,Romania,"Arges R, S C Romania",Arges,Județul Argeș; Romanian,Romanians,,Balkan-Carpathian Peoples,Romance Peoples,Old Europe,1940-1960,Cold No Dry Season/ Warm Summer,Dfb,Unclassified Food Producers,scfal1268,9,,,,Romanian,ISO 639-3: ron,roma1327,language,roma1327,indo1319,Romania,,10858,10858,,,,,Balkans,55,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoroma1327 @Ethnoron @WikiArges @ArensbergLomax1977Subsistence,10,FAIRLY WELL,0,"Matched to Ch10 Romanians. EA Ch10 has no subcase information associated with it, and appears to be based on a general ethongraphy (Nico Cotlarciuc's 'Contributions to the Living Marriage and Family Law of the Romanians' (1913)). Therefore, all GJB cultures in Romania will be tentatively linked to Ch10 (GJB10858, 24399, 12640, 13894, 24432, 24421, 30090, 23090, 30089).",Ch10,Romanians,Romanians (Ch10),xd547,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,checked_w_GIS,done,done,
35.21,24.91,,,35.14,24.98,Europe,Southern Europe,E Mediterannean Greece,Crete,Crete,Cretan; Kríti,Cretans,,Minoan /Mycenean Peoples,Greek Peoples,Old Eurasia,1960,Temperate Dry Summer/ Hot Summer,Csa,,,9,,,,Cretan,,cret1244,dialect,mode1248,indo1319,Greece,,14147,14147,,,,14147,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottocret1244 @WikiCrete,4,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
46.22,13.11,,,46.13,12.92,Europe,Southern Europe,N E Italy,Friuli,Friuli,Friul; Friaul; Furlanija,Friuliani,,Raetic/ Celtic Italians,N Italic Peoples,Old Europe,1954,Cold No Dry Season/ Cold Summer,Dfc,PA-Europe,scfal1103,9,,,,Friulian,ISO 639-3: fur,friu1240,language,friu1240,indo1319,Italy,,15522,15522,,,,,,,wiki,"One of five autonomous Italian regions recognizing cultural differences and protecting linguistic miniorities, Friuli-Venezia Giulia borders both Slovenia and Austria and has been influenced by Slavic culture and language.",,,@Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottofriu1240 @Ethnofur @WikiFriulians,9,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
36.56,22.43,,,37.5,22.17,Europe,Southern Europe,"Peleponnesus, Greece","Inner Mani Peninsula, Laconia",Inner Mani,Maniots; Maniates; Mainotes,Maniotis,,Old Greeks ,Greek Peoples,Old Eurasia,1960-61,Temperate Dry Summer/ Hot Summer,Csa,,,9,,,,Maniot Greek,,mani1305,dialect,mode1248,indo1319,Greece,,18624,18624,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottomani1305 @WikiManiots,9,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
41.32,-7.38,,,41.51,-7.06,Europe,Southern Europe,Portugal,"Trás-os-Montes e Alto Douro Prov, N E Portugal",Tras-Os-Montes,,Northern Portuguese,,Portuguese,Latin Peoples,Western Europe,1958-61,Temperate Dry Summer/ Warm Summer,Csb,PA-Europe,scfal1127,9,,,,Galician Portuguese,,gali1257,dialect,port1283,indo1319,Portugal,,27446,27446,,,,,Southern Europe,56,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiTrás-os-Montes @Glottogali1257,7,"WELL, BUT GIS MAPS NOT USED",0,"Matched to EA society Ce2 because EA focus is Rio de Onor in the extreme northeast, which falls within ""Tras-Os-Montes"", the focus of this set of GJB recordings.",Ce2,Portuguese,Portuguese (Ce2),xd529,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Prelim_check_GIS_not_used,DONE,DONE,
40.85,14.26,,,40.87,14.42,Europe,Southern Europe,S Italy,"Naples Zone, Campania",Naples & Coast,Napoli; Costiera Sorrentina e Amalfitana,Napoletani,,Greco-Roman/ Italiotei,S Italic Peoples,Western Europe,1925; 1953; 1955; 1950s,Temperate Dry Summer/ Hot Summer,Csa,PA-Europe,scfal1116,9,,,,Continental Southern Italian,,neap1235,language,neap1235,indo1319,Italy,,22188,22188,,,,,Southern Europe,56,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiAmalfiCoast @WikiNaples @Glottoneap1235,9,VERY WELL,0,"EA focus is ""the inhabitants of the city of Naples and its immediate environs""",Ce5,Neapolitans,Neapolitians (Ce5),xd532,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,CHECKED_INTENSIVELY,DONE,DONE,
52.13,5.29,,,52.23,5.43,Europe,Western Europe,Low Countries,Netherlands,Nederlanders,Dutch,Nederlanders,,Atlantic Europeans,Germanic Peoples,Western Europe,1946; 1951; 1950-60,Temperate No Dry Season/ Warm Summer,Cfb,PA-Europe,scfal1100,9,10,,,Dutch,ISO 639-3: nld,dutc1256,language,dutc1256,indo1319,Netherlands,,14851,14851,14851,,,14851,Northwestern Europe,57,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottodutc1256 @Ethnonld @WikiDutch @Lomax1966-72Minutage,6,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,D-PLACE match presumed correct based on similarity of society names; language assigned based on D-PLACE society,Cg1,Dutch,Dutch (Cg1),xd541,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_AND_languages_match,DONE,DONE,
54.76,-6.96,,,54.54,-6.72,Europe,Western Europe,N Ireland,"Ulster, N Ireland",Ulster,Ulaidh; Ultach,Northern Irish,,Celtic Peoples,Celtic Peoples,Western Europe,1952; 1953; 1954; 1971; 1956-59;,Temperate No Dry Season/ Warm Summer,Cfb,,,9,,,,Ulster English,,ulst1241,dialect,stan1293,indo1319,Northern Ireland (UK),,17271,17271,,,,17271,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoulst1241 @WikiUlster,7,"WELL, BUT GIS MAPS NOT USED",0,"Not matched to EA Ce7 ""Irish"" as the focus of the EA society is ""County Clare, in the midwest. Ce7 matched to GJB50245.",NONE,NONE,NONE,NONE,NONE,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Prelim_check_GIS_not_used,Prelim_DONE_but_GIS_not_used,Prelim_DONE_but_GIS_not_used,
51.24,-110.46,,,59.72,-106.13,North America,Canada,Canadian Plains,Alberta/ Manitoba/ N W Territories/ Ontario/ Saskatchewan,Nehiyaw (Plains Cree),Nēhilawē; Cree; Nēhiyaw,Montagnais-Naskapi Cree,,W Algonguian Peoples,Plains Peoples,Circum-Pacific Hunter/ Foragers,1951-53;,Temperate Continental/ Humid,Dfb,HF-Plains,scfal265,9,,,8,Plains Cree,ISO 639-3: cre,plai1258,language,plai1258,algi1248,Canada,,14125,14125,,,14125,,Northern Plains,150,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottocree1272 @Ethnocre @WikiCree @Lomax1961-62Phonotactics,10,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,Language automatically assigned from D-PLACE match,Ne19,Plains Cree,Plains Cree (Ne19),xd1218,2,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_AND_languages_match,DONE,DONE,
44.94,-88.61,,,45.03,-88.68,North America,United States,Great Lakes/ Midwest,"Menominee Cty, Wisconsin",Mamaceqtaw,Menomini; Menominee,Menominee Algonquian,,Algonquian Peoples,Northeast Woodlands Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1952,Temperate Continental/ Humid,Dfb,C-Colorado River,scfal94,9,,,,Menominee,ISO 639-3: mez,meno1252,language,meno1252,algi1248,United States,,21209,21209,,,,,Prairie,155,wiki,"The Mamaceqtaw lived on the Upper Peninsula of Michigan, but were later settled on a reservation on the Wolf R. after the U.S. gained control of their land. Federal recognition was terminated by Congress in 1961, but restored in 1973 after a long court battle over fishing and hunting rights.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottomeno1252 @Ethnomez @WikiMenominee,10,FAIRLY WELL,0,GIS,Nf9,Menominee,Menomini (Nf9),xd1243,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Checked_w_GIS,DONE,DONE,
36.29,-96.89,,,36.8,-97.16,North America,United States,Great Plains/ Central US,"Kay Cty, Oklahoma",Chatiks si chatiks,Pawnee; Chatiks si chatiks,Caddoan,,,Plains Peoples,Circum-Pacific Hunter/ Foragers,1951; 1955-65,Warm Oceanic Humid Subtropical,Cfa,I-Prairie,scfal370,9,,,,Pawnee,ISO 639-3: paw,pawn1254,language,pawn1254,cadd1255,United States,,23519,23519,,,,,Caddo-Natchez,159,wiki,"Early in the 18th century, more than 60,000 members of the Pawnee Tribe inhabited the area along the North Platt River in Nebraska. The Tribe then, as it is now, was composed of four distinct bands: the Chaui “Grand,” the Kitkehahki “Republican,” the Pitahawirata “Tappage” and the Skidi “Wolf.” After encroachment by white settlers, the Pawnees ceded their territory to the U.S. Government in the 1800s and were removed from Nebraska to what is now Pawnee Cty in 1875. The Chahiksichahiks resisted leaving their homelands in southeast Nebraska until the 1870s, when white settlers, dwindling bison herds, and inter-tribal conflicts drove them to relocate in Oklahoma. Originally an agricultural society, they established permanent villages of earthlodge homes. Farmlands were owned by the entire village, with life rights given to individuals by a chief, then passed on to another tribe member.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottopawn1254 @Ethnopaw @WikiPawnee,3,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,Language automatically assigned from D-PLACE match,Nf6,Pawnee,Pawnee (Nf6),xd1240,2,Yes,NQ18,Pawnee,NQ18,Pawnee,NQ18_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_AND_languages_match,DONE,DONE,
38.54,-123.08,,,38.25,-122.54,North America,United States,N W California,Sonoma,Kashia Band Pomo,Southwestern Pomo; Kashia; Kashaya; Winamá Bokeya: Kashaya Pomo; Winama Bokeya,Pomo Peoples,,,California Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1964; 1978-80,Temperate Mediterranean,Csb,,,9,6,,,Kashaya,ISO 639-3: kju,kash1280,language,kash1280,pomo1273,United States,,30087,30087,30087,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottokash1280 @Ethnokju @WikiKashiaPomo @Lomax1966-72Minutage,10,FAIRLY WELL,0,GJB match corrected based on lat/lon of song recordings.,B165,Kashaya Pomo,Southern Pomo (B165),xd1418,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,CHECKED_FAIRLY_WELL,DONE,DONE,
34.51,-89.94,,,34.84,-88.76,North America,United States,Southeast US,Mississippi Hill Country,Hill Country Black,,Hill Country African Americans,,,West & Central African Peoples,,1959; 1960; 1967; 1978,Warm Oceanic Humid Subtropical,Cfa,,,9,,,,Southeast American English,,sout3300,dialect,stan1293,indo1319,United States,,62483,62483,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottosout3300 @WikiComo,9,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,"Matched to glottolog dialect based on geographic identifiers in society name. Matched to eHRAF culture ""NK04 - African Americans"" based on society name.",NK04x,African Americans,African Americans,xd1502,eHRAF_only,Yes,NK04,African Americans,NK04x,African Americans,NK04x_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,KK_GJB_LANGUAGES_MATCH,Prelim_DONE_but_GIS_not_used,Prelim_DONE_but_GIS_not_used,
35.04,-107.25,,,34.12,-106.53,North America,United States,Southwest US,New Mexico,Kawaik,Laguna Pueblo; Laguna,Keres Pueblo,,,Southwest Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1940,Semi Arid Steppe Cold/ Temperate Continental Humid,"BSk, Dfb",I-Pueblo,scfal406,9,,,,Western Keres,,west2632,language,west2632,kere1287,United States,,19537,19537,,,,19537,Pueblo-Navaho,162,wiki,"The Kawaik are among the 21 Pueblo tribes. Centered in several villages in the northwest quarter of New Mexico, they speak a Keresan dialect. The Kawaik have occupied the same area since 1697; their Pueblo was founded later by refugees from Rio Grande Keresan villages and Acomo Pueblo members.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiLagunaPueblo @Glottowest2632,9,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,Language automatically assigned from D-PLACE match,Nh14,Laguna,Laguna (Nh14),xd1264,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_match; language_assigned_based_on_D-PLACE_match,DONE,DONE,
62.18,175.07,,,65.99,-174.72,North Eurasia,E North Eurasia,Russian Far East,Chukchi Peninsula,Anadysky Chukchi,,Chukotko-Kamchatkan Peoples,,,Paleo-Siberian Peoples,Circum-Pacific Hunter/ Foragers,1939; 1962, Subarctic /Tundra,Dfc/ ET,AH-Siberia,scfal413,9,,,,Chukchi,ISO 639-3: ckt,chuk1273,language,chuk1273,chuk1271,Russia,,15148,15148,,,,15148,Paleo-Siberians,76,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottochuk1273 @Ethnockt @WikiChukchi @ArensbergLomax1977Subsistence,10,"WELL, BUT GIS MAPS NOT USED",0,"Wikipedia says ""The Chukchi are traditionally divided into the Maritime Chukchi, who had settled homes on the coast and lived primarily from sea mammal hunting, and the Reindeer Chukchi, who lived as nomads in the inland tundra region, migrating seasonally with their herds of reindeer."" Given that the Chaunsky Chukchi [13850] are coastal (see map: https://en.wikipedia.org/wiki/File:Chukchi_clans_1900.svg), and Andyrsk Chuckchi [15148] live inland, the latter is probably a better match for EA Ec3 ""Chuckchee"", which has a focus on ""Reindeer division"".",Ec3,Chukchi,Chukchee (Ec3),xd631,2,Yes,RY02,Chukchee,RY02,Chukchee,RY02_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Prelim_check_GIS_not_used,DONE,DONE,
-6.39,146.29,,,-6.88,146.63,Oceania,Melanesia,Papua New Guinea,Morobe Prov,Adzera,Abulas; Atzera; Azera; Atsera; Acira,Markham Austronesian,,,Melanesian Peoples,Warm Latitude Gardeners,1980,"Tropical Rainforest, Monsoon","Af, Am",AH-Melanesia,scfal450,9,,,,Adzera,ISO 639-3: adz,adze1240,language,adze1240,aust1307,Papua New Guinea,,10140,10140,,,,10140,Southeastern New Guinea,111,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoadze1240 @Ethnoadz @WikiAdzera @ArensbergLomax1977Subsistence,10,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,Language match in GJB corresponds to that assigned by matched D-PLACE society; assume correct.,Ie26,Ngarawapum,Ngarawapum (Ie26),xd803,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_AND_languages_match,DONE,DONE,
